model_type,iteration,state_id,phase,semantic_move_category,move_count,policy_probability_mass,mcts_search_probability_mass,semantic_search_lift,playouts,interpretation,checkpoint_sha256,base_kg_manifest_sha256,evidence_manifest_sha256
rgat,0,42be4c9c478fcf87,mid,blocking,1,0.03675078600645065,0.019999999552965164,-0.01675078645348549,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,42be4c9c478fcf87,mid,forced_response,1,0.03675078600645065,0.019999999552965164,-0.01675078645348549,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,e9cae6ed68f487bd,late,exact_optimal,25,0.9999999329447746,0.9999999776482582,4.470348358154297e-08,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,e9cae6ed68f487bd,late,proof_supported,1,0.039780180901288986,0.03999999910593033,0.00021981820464134216,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,e9cae6ed68f487bd,late,threat_creating,6,0.23961716890335083,0.23999999463558197,0.00038282573223114014,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,e9cae6ed68f487bd,late,blocking,1,0.039780180901288986,0.03999999910593033,0.00021981820464134216,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,e9cae6ed68f487bd,late,forced_response,1,0.039780180901288986,0.03999999910593033,0.00021981820464134216,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,8aad5b2f419c6072,late,exact_optimal,2,0.08601842820644379,0.9600000157952309,0.8739815875887871,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,8aad5b2f419c6072,late,proof_supported,2,0.08601842820644379,0.9600000157952309,0.8739815875887871,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,8aad5b2f419c6072,late,threat_creating,23,0.9577342867851257,0.07999999821186066,-0.8777342885732651,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,8aad5b2f419c6072,late,blocking,1,0.0437527596950531,0.03999999910593033,-0.003752760589122772,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,8aad5b2f419c6072,late,forced_response,1,0.0437527596950531,0.03999999910593033,-0.003752760589122772,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5fbcbd0c5df88ebb,late,exact_optimal,23,0.9999999068677425,0.9999999776482582,7.078051567077637e-08,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5fbcbd0c5df88ebb,late,proof_supported,1,0.04387760907411575,0.05999999865889549,0.01612238958477974,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5fbcbd0c5df88ebb,late,threat_creating,7,0.30421366170048714,0.29999999329447746,-0.004213668406009674,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,114b4dce6f7bfe50,late,exact_optimal,2,0.09159155189990997,0.9399999976158142,0.8484084457159042,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,114b4dce6f7bfe50,late,proof_supported,2,0.09159155189990997,0.9399999976158142,0.8484084457159042,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,114b4dce6f7bfe50,late,threat_creating,21,0.9537276849150658,0.05999999865889549,-0.8937276862561703,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,114b4dce6f7bfe50,late,blocking,1,0.04531918466091156,0.0,-0.04531918466091156,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,114b4dce6f7bfe50,late,forced_response,1,0.04531918466091156,0.0,-0.04531918466091156,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,916e555f6c4000ff,late,exact_optimal,1,0.04767730087041855,0.7799999713897705,0.732322670519352,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,916e555f6c4000ff,late,proof_supported,1,0.04767730087041855,0.7799999713897705,0.732322670519352,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,916e555f6c4000ff,late,threat_creating,20,0.9523227363824844,0.2199999950826168,-0.7323227412998676,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,6264497eaa048e7d,late,exact_optimal,2,0.1013229489326477,0.9599999785423279,0.8586770296096802,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,6264497eaa048e7d,late,proof_supported,2,0.1013229489326477,0.9599999785423279,0.8586770296096802,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,6264497eaa048e7d,late,threat_creating,18,0.8986769802868366,0.03999999910593033,-0.8586769811809063,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,cd631ab31fac34e8,late,exact_optimal,26,0.9999999850988388,0.9999999776482582,-7.450580596923828e-09,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,cd631ab31fac34e8,late,proof_supported,1,0.04011371359229088,0.03999999910593033,-0.00011371448636054993,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,cd631ab31fac34e8,late,threat_creating,4,0.1541152186691761,0.1599999964237213,0.005884777754545212,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,cd631ab31fac34e8,late,blocking,1,0.04011371359229088,0.03999999910593033,-0.00011371448636054993,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,cd631ab31fac34e8,late,forced_response,1,0.04011371359229088,0.03999999910593033,-0.00011371448636054993,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,2fa902a4bde72d4f,late,exact_optimal,25,0.9999999850988388,0.9999999962747097,1.1175870895385742e-08,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,2fa902a4bde72d4f,late,proof_supported,4,0.15812748298048973,0.5200000070035458,0.36187252402305603,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,2fa902a4bde72d4f,late,threat_creating,24,0.9614853113889694,0.5399999879300594,-0.42148532345891,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,58de86eedc55d29f,late,exact_optimal,24,1.000000011175871,0.9999999776482582,-3.3527612686157227e-08,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,58de86eedc55d29f,late,proof_supported,2,0.08606823161244392,0.09999999776482582,0.013931766152381897,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,58de86eedc55d29f,late,threat_creating,5,0.2099548950791359,0.19999999552965164,-0.009954899549484253,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,58de86eedc55d29f,late,blocking,1,0.043532706797122955,0.05999999865889549,0.016467291861772537,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,58de86eedc55d29f,late,forced_response,1,0.043532706797122955,0.05999999865889549,0.016467291861772537,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,55c6be1343917df6,late,exact_optimal,23,0.9999999217689037,0.9999999701976776,4.842877388000488e-08,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,55c6be1343917df6,late,proof_supported,4,0.17201438173651695,0.5799999795854092,0.4079855978488922,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,55c6be1343917df6,late,threat_creating,22,0.9580382257699966,0.47999998927116394,-0.4780382364988327,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5c46d4cab0649bd7,late,exact_optimal,22,0.9999999515712261,0.9999999776482582,2.60770320892334e-08,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5c46d4cab0649bd7,late,proof_supported,2,0.09406701102852821,0.11999999731779099,0.02593298628926277,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5c46d4cab0649bd7,late,threat_creating,5,0.2293289564549923,0.23999999463558197,0.010671038180589676,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5c46d4cab0649bd7,late,blocking,1,0.047578465193510056,0.05999999865889549,0.012421533465385437,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,5c46d4cab0649bd7,late,forced_response,1,0.047578465193510056,0.05999999865889549,0.012421533465385437,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,30fc470f7401da0c,late,exact_optimal,1,0.046010032296180725,0.5600000023841858,0.5139899700880051,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,30fc470f7401da0c,late,proof_supported,1,0.046010032296180725,0.5600000023841858,0.5139899700880051,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,30fc470f7401da0c,late,threat_creating,20,0.9539899863302708,0.4399999901652336,-0.5139899961650372,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,36b2c85b266010b4,late,exact_optimal,3,0.15368304401636124,0.9999999776482582,0.846316933631897,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,36b2c85b266010b4,late,proof_supported,3,0.15368304401636124,0.9999999776482582,0.846316933631897,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,36b2c85b266010b4,late,threat_creating,18,0.8988097719848156,0.03999999910593033,-0.8588097728788853,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,36b2c85b266010b4,late,blocking,1,0.052492719143629074,0.03999999910593033,-0.012492720037698746,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,36b2c85b266010b4,late,forced_response,1,0.052492719143629074,0.03999999910593033,-0.012492720037698746,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,149aab874634a179,late,exact_optimal,1,0.05091094970703125,0.6200000047683716,0.5690890550613403,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,149aab874634a179,late,proof_supported,1,0.05091094970703125,0.6200000047683716,0.5690890550613403,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
rgat,0,149aab874634a179,late,threat_creating,18,0.9490890577435493,0.3799999915063381,-0.5690890662372112,50,observational_fixed_budget,25b7b3a8b149795bc812f303178a81c2f1892e764d27cd5d4a54817a8bdbae5c,28c2715fbc9b16a75dc7e849a907a807c5097918ff49a92fd0b76583533998a8,87c0cf2e0f6e4cf5cf1ed4a0f6eb27af0115a73f61e811e17185afa0d20e738e
